iStep Time x y z Wx Wy Wz
       697  1.74250E+01  1.65348E+00  1.63743E+00  1.60000E+00 -7.20352E-02 -4.86968E-01  0.00000E+00
       698  1.74500E+01  1.64949E+00  1.62714E+00  1.60000E+00 -1.78112E-01 -4.58910E-01  0.00000E+00
       699  1.74750E+01  1.64331E+00  1.61798E+00  1.60000E+00 -2.75334E-01 -4.08062E-01  0.00000E+00
       700  1.75000E+01  1.63526E+00  1.61043E+00  1.60000E+00 -3.58879E-01 -3.36945E-01  0.00000E+00
       701  1.75250E+01  1.62574E+00  1.60484E+00  1.60000E+00 -4.24603E-01 -2.49096E-01  0.00000E+00
       702  1.75500E+01  1.61521E+00  1.60150E+00  1.60000E+00 -4.69244E-01 -1.48874E-01  0.00000E+00
       703  1.75750E+01  1.60421E+00  1.60057E+00  1.60000E+00 -4.90580E-01 -4.12445E-02  0.00000E+00
       704  1.76000E+01  1.59328E+00  1.60211E+00  1.60000E+00 -4.87523E-01  6.84490E-02  0.00000E+00
       705  1.76250E+01  1.58295E+00  1.60603E+00  1.60000E+00 -4.60204E-01  1.74737E-01  0.00000E+00
       706  1.76500E+01  1.57376E+00  1.61214E+00  1.60000E+00 -4.10017E-01  2.72322E-01  0.00000E+00
       707  1.76750E+01  1.56614E+00  1.62013E+00  1.60000E+00 -3.39467E-01  3.56360E-01  0.00000E+00
       708  1.77000E+01  1.56049E+00  1.62961E+00  1.60000E+00 -2.52071E-01  4.22688E-01  0.00000E+00
       709  1.77250E+01  1.55708E+00  1.64011E+00  1.60000E+00 -1.52171E-01  4.68017E-01  0.00000E+00
       710  1.77500E+01  1.55607E+00  1.65110E+00  1.60000E+00 -4.47182E-02  4.90097E-01  0.00000E+00
       711  1.77750E+01  1.55753E+00  1.66204E+00  1.60000E+00  6.49579E-02  4.87817E-01  0.00000E+00
       712  1.78000E+01  1.56137E+00  1.67239E+00  1.60000E+00  1.71402E-01  4.61303E-01  0.00000E+00
       713  1.78250E+01  1.56742E+00  1.68163E+00  1.60000E+00  2.69328E-01  4.11878E-01  0.00000E+00
       714  1.78500E+01  1.57535E+00  1.68930E+00  1.60000E+00  3.53881E-01  3.41993E-01  0.00000E+00
       715  1.78750E+01  1.58479E+00  1.69502E+00  1.60000E+00  4.20859E-01  2.55119E-01  0.00000E+00
       716  1.79000E+01  1.59527E+00  1.69851E+00  1.60000E+00  4.66928E-01  1.55563E-01  0.00000E+00
       717  1.79250E+01  1.60625E+00  1.69960E+00  1.60000E+00  4.89775E-01  4.82660E-02  0.00000E+00
       718  1.79500E+01  1.61720E+00  1.69822E+00  1.60000E+00  4.88242E-01 -6.14291E-02  0.00000E+00
       719  1.79750E+01  1.62758E+00  1.69445E+00  1.60000E+00  4.62449E-01 -1.68050E-01  0.00000E+00
       720  1.80000E+01  1.63686E+00  1.68848E+00  1.60000E+00  4.13691E-01 -2.66301E-01  0.00000E+00
       721  1.80250E+01  1.64458E+00  1.68059E+00  1.60000E+00  3.44391E-01 -3.51311E-01  0.00000E+00
       722  1.80500E+01  1.65037E+00  1.67120E+00  1.60000E+00  2.57994E-01 -4.18863E-01  0.00000E+00
       723  1.80750E+01  1.65393E+00  1.66075E+00  1.60000E+00  1.58787E-01 -4.65601E-01  0.00000E+00
       724  1.81000E+01  1.65509E+00  1.64978E+00  1.60000E+00  5.16920E-02 -4.89204E-01  0.00000E+00
       725  1.81250E+01  1.65379E+00  1.63882E+00  1.60000E+00 -5.79704E-02 -4.88489E-01  0.00000E+00
       726  1.81500E+01  1.65010E+00  1.62842E+00  1.60000E+00 -1.64747E-01 -4.63501E-01  0.00000E+00
       727  1.81750E+01  1.64419E+00  1.61910E+00  1.60000E+00 -2.63331E-01 -4.15489E-01  0.00000E+00
       728  1.82000E+01  1.63636E+00  1.61132E+00  1.60000E+00 -3.48828E-01 -3.46835E-01  0.00000E+00
       729  1.82250E+01  1.62701E+00  1.60547E+00  1.60000E+00 -4.16996E-01 -2.60952E-01  0.00000E+00
       730  1.82500E+01  1.61659E+00  1.60183E+00  1.60000E+00 -4.64453E-01 -1.62106E-01  0.00000E+00
       731  1.82750E+01  1.60562E+00  1.60059E+00  1.60000E+00 -4.88837E-01 -5.51956E-02  0.00000E+00
       732  1.83000E+01  1.59466E+00  1.60182E+00  1.60000E+00 -4.88914E-01  5.44727E-02  0.00000E+00
       733  1.83250E+01  1.58423E+00  1.60544E+00  1.60000E+00 -4.64653E-01  1.61432E-01  0.00000E+00
       734  1.83500E+01  1.57487E+00  1.61128E+00  1.60000E+00 -4.17295E-01  2.60349E-01  0.00000E+00
       735  1.83750E+01  1.56704E+00  1.61905E+00  1.60000E+00 -3.49210E-01  3.46309E-01  0.00000E+00
       736  1.84000E+01  1.56112E+00  1.62836E+00  1.60000E+00 -2.63786E-01  4.15053E-01  0.00000E+00
       737  1.84250E+01  1.55741E+00  1.63875E+00  1.60000E+00 -1.65273E-01  4.63172E-01  0.00000E+00
       738  1.84500E+01  1.55610E+00  1.64970E+00  1.60000E+00 -5.85537E-02  4.88276E-01  0.00000E+00
       739  1.84750E+01  1.55725E+00  1.66068E+00  1.60000E+00  5.10761E-02  4.89107E-01  0.00000E+00
       740  1.85000E+01  1.56079E+00  1.67112E+00  1.60000E+00  1.58163E-01  4.65628E-01  0.00000E+00
       741  1.85250E+01  1.56657E+00  1.68052E+00  1.60000E+00  2.57388E-01  4.19020E-01  0.00000E+00
       742  1.85500E+01  1.57428E+00  1.68841E+00  1.60000E+00  3.43830E-01  3.51592E-01  0.00000E+00
       743  1.85750E+01  1.58355E+00  1.69439E+00  1.60000E+00  4.13193E-01  2.66692E-01  0.00000E+00
       744  1.86000E+01  1.59392E+00  1.69817E+00  1.60000E+00  4.62023E-01  1.68532E-01  0.00000E+00
       745  1.86250E+01  1.60486E+00  1.69956E+00  1.60000E+00  4.87873E-01  6.19838E-02  0.00000E+00
       746  1.86500E+01  1.61584E+00  1.69850E+00  1.60000E+00  4.89428E-01 -4.76460E-02  0.00000E+00
       747  1.86750E+01  1.62631E+00  1.69502E+00  1.60000E+00  4.66654E-01 -1.54888E-01  0.00000E+00
       748  1.87000E+01  1.63575E+00  1.68931E+00  1.60000E+00  4.20698E-01 -2.54410E-01  0.00000E+00
       749  1.87250E+01  1.64369E+00  1.68166E+00  1.60000E+00  3.53845E-01 -3.41278E-01  0.00000E+00
       750  1.87500E+01  1.64973E+00  1.67243E+00  1.60000E+00  2.69421E-01 -4.11181E-01  0.00000E+00
       751  1.87750E+01  1.65358E+00  1.66210E+00  1.60000E+00  1.71616E-01 -4.60647E-01  0.00000E+00
       752  1.88000E+01  1.65505E+00  1.65116E+00  1.60000E+00  6.52835E-02 -4.87219E-01  0.00000E+00
       753  1.88250E+01  1.65405E+00  1.64018E+00  1.60000E+00 -4.42939E-02 -4.89565E-01  0.00000E+00
       754  1.88500E+01  1.65065E+00  1.62969E+00  1.60000E+00 -1.51665E-01 -4.67573E-01  0.00000E+00
       755  1.88750E+01  1.64501E+00  1.62021E+00  1.60000E+00 -2.51488E-01 -4.22350E-01  0.00000E+00
       756  1.89000E+01  1.63741E+00  1.61222E+00  1.60000E+00 -3.38808E-01 -3.56139E-01  0.00000E+00
       757  1.89250E+01  1.62822E+00  1.60612E+00  1.60000E+00 -4.09294E-01 -2.72231E-01  0.00000E+00
       758  1.89500E+01  1.61792E+00  1.60219E+00  1.60000E+00 -4.59446E-01 -1.74796E-01  0.00000E+00
       759  1.89750E+01  1.60699E+00  1.60065E+00  1.60000E+00 -4.86769E-01 -6.86659E-02  0.00000E+00
       760  1.90000E+01  1.59600E+00  1.60157E+00  1.60000E+00 -4.89884E-01  4.08931E-02  0.00000E+00
       761  1.90250E+01  1.58549E+00  1.60490E+00  1.60000E+00 -4.68604E-01  1.48420E-01  0.00000E+00
       762  1.90500E+01  1.57598E+00  1.61048E+00  1.60000E+00 -4.24022E-01  2.48550E-01  0.00000E+00
       763  1.90750E+01  1.56794E+00  1.61802E+00  1.60000E+00 -3.58369E-01  3.36305E-01  0.00000E+00
       764  1.91000E+01  1.56177E+00  1.62716E+00  1.60000E+00 -2.74918E-01  4.07334E-01  0.00000E+00
       765  1.91250E+01  1.55778E+00  1.63744E+00  1.60000E+00 -1.77822E-01  4.58115E-01  0.00000E+00
       766  1.91500E+01  1.55616E+00  1.64835E+00  1.60000E+00 -7.18955E-02  4.86128E-01  0.00000E+00
       767  1.91750E+01  1.55701E+00  1.65934E+00  1.60000E+00  3.76061E-02  4.89970E-01  0.00000E+00
       768  1.92000E+01  1.56027E+00  1.66988E+00  1.60000E+00  1.45235E-01  4.69450E-01  0.00000E+00
       769  1.92250E+01  1.56578E+00  1.67943E+00  1.60000E+00  2.45640E-01  4.25602E-01  0.00000E+00
       770  1.92500E+01  1.57327E+00  1.68752E+00  1.60000E+00  3.33841E-01  3.60602E-01  0.00000E+00
       771  1.92750E+01  1.58237E+00  1.69375E+00  1.60000E+00  4.05455E-01  2.77678E-01  0.00000E+00
       772  1.93000E+01  1.59262E+00  1.69781E+00  1.60000E+00  4.56917E-01  1.80947E-01  0.00000E+00
       773  1.93250E+01  1.60351E+00  1.69949E+00  1.60000E+00  4.85650E-01  7.52079E-02  0.00000E+00
       774  1.93500E+01  1.61451E+00  1.69872E+00  1.60000E+00  4.90192E-01 -3.42739E-02  0.00000E+00
       775  1.93750E+01  1.62507E+00  1.69554E+00  1.60000E+00  4.70355E-01 -1.42034E-01  0.00000E+00
       776  1.94000E+01  1.63465E+00  1.69009E+00  1.60000E+00  4.27146E-01 -2.42711E-01  0.00000E+00
       777  1.94250E+01  1.64279E+00  1.68266E+00  1.60000E+00  3.62713E-01 -3.31310E-01  0.00000E+00
       778  1.94500E+01  1.64908E+00  1.67361E+00  1.60000E+00  2.80262E-01 -4.03434E-01  0.00000E+00
       779  1.94750E+01  1.65320E+00  1.66338E+00  1.60000E+00  1.83890E-01 -4.55500E-01  0.00000E+00
       780  1.95000E+01  1.65496E+00  1.65250E+00  1.60000E+00  7.83797E-02 -4.84921E-01  0.00000E+00
       781  1.95250E+01  1.65427E+00  1.64150E+00  1.60000E+00 -3.10263E-02 -4.90228E-01  0.00000E+00
       782  1.95500E+01  1.65115E+00  1.63093E+00  1.60000E+00 -1.38888E-01 -4.71155E-01  0.00000E+00
       783  1.95750E+01  1.64577E+00  1.62131E+00  1.60000E+00 -2.39837E-01 -4.28665E-01  0.00000E+00
       784  1.96000E+01  1.63839E+00  1.61312E+00  1.60000E+00 -3.28857E-01 -3.64868E-01  0.00000E+00
       785  1.96250E+01  1.62938E+00  1.60678E+00  1.60000E+00 -4.01532E-01 -2.82934E-01  0.00000E+00
       786  1.96500E+01  1.61919E+00  1.60258E+00  1.60000E+00 -4.54252E-01 -1.86938E-01  0.00000E+00
       787  1.96750E+01  1.60832E+00  1.60075E+00  1.60000E+00 -4.84396E-01 -8.16427E-02  0.00000E+00
       788  1.97000E+01  1.59731E+00  1.60137E+00  1.60000E+00 -4.90448E-01  2.77268E-02  0.00000E+00
       789  1.97250E+01  1.58672E+00  1.60442E+00  1.60000E+00 -4.72070E-01  1.35722E-01  0.00000E+00
       790  1.97500E+01  1.57707E+00  1.60973E+00  1.60000E+00 -4.30205E-01  2.36950E-01  0.00000E+00
       791  1.97750E+01  1.56883E+00  1.61706E+00  1.60000E+00 -3.66957E-01  3.26376E-01  0.00000E+00
       792  1.98000E+01  1.56243E+00  1.62602E+00  1.60000E+00 -2.85479E-01  3.99564E-01  0.00000E+00
       793  1.98250E+01  1.55817E+00  1.63619E+00  1.60000E+00 -1.89826E-01  4.52884E-01  0.00000E+00
       794  1.98500E+01  1.55626E+00  1.64704E+00  1.60000E+00 -8.47472E-02  4.83688E-01  0.00000E+00
       795  1.98750E+01  1.55681E+00  1.65805E+00  1.60000E+00  2.45454E-02  4.90439E-01  0.00000E+00
       796  1.99000E+01  1.55979E+00  1.66866E+00  1.60000E+00  1.32616E-01  4.72796E-01  0.00000E+00
       797  1.99250E+01  1.56504E+00  1.67834E+00  1.60000E+00  2.34088E-01  4.31653E-01  0.00000E+00
       798  1.99500E+01  1.57231E+00  1.68662E+00  1.60000E+00  3.23927E-01  3.69052E-01  0.00000E+00
       799  1.99750E+01  1.58124E+00  1.69309E+00  1.60000E+00  3.97666E-01  2.88103E-01  0.00000E+00
       800  2.00000E+01  1.59137E+00  1.69742E+00  1.60000E+00  4.51635E-01  1.92824E-01  0.00000E+00
       801  2.00250E+01  1.60221E+00  1.69939E+00  1.60000E+00  4.83135E-01  8.79466E-02  0.00000E+00
       802  2.00500E+01  1.61322E+00  1.69891E+00  1.60000E+00  4.90565E-01 -2.13103E-02  0.00000E+00
       803  2.00750E+01  1.62385E+00  1.69601E+00  1.60000E+00  4.73585E-01 -1.29492E-01  0.00000E+00
       804  2.01000E+01  1.63357E+00  1.69082E+00  1.60000E+00  4.33065E-01 -2.31210E-01  0.00000E+00
       805  2.01250E+01  1.64189E+00  1.68360E+00  1.60000E+00  3.71020E-01 -3.21419E-01  0.00000E+00
       806  2.01500E+01  1.64841E+00  1.67473E+00  1.60000E+00  2.90540E-01 -3.95640E-01  0.00000E+00
       807  2.01750E+01  1.65280E+00  1.66462E+00  1.60000E+00  1.95625E-01 -4.50184E-01  0.00000E+00
       808  2.02000E+01  1.65485E+00  1.65380E+00  1.60000E+00  9.09874E-02 -4.82341E-01  0.00000E+00
       809  2.02250E+01  1.65444E+00  1.64279E+00  1.60000E+00 -1.81715E-02 -4.90507E-01  0.00000E+00
       810  2.02500E+01  1.65160E+00  1.63215E+00  1.60000E+00 -1.26423E-01 -4.74271E-01  0.00000E+00
       811  2.02750E+01  1.64648E+00  1.62240E+00  1.60000E+00 -2.28382E-01 -4.34458E-01  0.00000E+00
       812  2.03000E+01  1.63932E+00  1.61402E+00  1.60000E+00 -3.18980E-01 -3.73044E-01  0.00000E+00
       813  2.03250E+01  1.63048E+00  1.60745E+00  1.60000E+00 -3.93720E-01 -2.93082E-01  0.00000E+00
       814  2.03500E+01  1.62041E+00  1.60299E+00  1.60000E+00 -4.48889E-01 -1.98550E-01  0.00000E+00
       815  2.03750E+01  1.60960E+00  1.60088E+00  1.60000E+00 -4.81742E-01 -9.41386E-02  0.00000E+00
       816  2.04000E+01  1.59859E+00  1.60121E+00  1.60000E+00 -4.90630E-01  1.49685E-02  0.00000E+00
       817  2.04250E+01  1.58792E+00  1.60398E+00  1.60000E+00 -4.75074E-01  1.23337E-01  0.00000E+00
       818  2.04500E+01  1.57814E+00  1.60904E+00  1.60000E+00 -4.35870E-01  2.25554E-01  0.00000E+00
       819  2.04750E+01  1.56973E+00  1.61615E+00  1.60000E+00 -3.74993E-01  3.16532E-01  0.00000E+00
       820  2.05000E+01  1.56309E+00  1.62494E+00  1.60000E+00 -2.95480E-01  3.91755E-01  0.00000E+00
       821  2.05250E+01  1.55858E+00  1.63498E+00  1.60000E+00 -2.01292E-01  4.47492E-01  0.00000E+00
       822  2.05500E+01  1.55640E+00  1.64578E+00  1.60000E+00 -9.71075E-02  4.80975E-01  0.00000E+00
       823  2.05750E+01  1.55666E+00  1.65679E+00  1.60000E+00  1.19038E-02  4.90532E-01  0.00000E+00
       824  2.06000E+01  1.55936E+00  1.66746E+00  1.60000E+00  1.20320E-01  4.75684E-01  0.00000E+00
       825  2.06250E+01  1.56436E+00  1.67728E+00  1.60000E+00  2.22748E-01  4.37186E-01  0.00000E+00
       826  2.06500E+01  1.57141E+00  1.68574E+00  1.60000E+00  3.14103E-01  3.76949E-01  0.00000E+00
       827  2.06750E+01  1.58016E+00  1.69242E+00  1.60000E+00  3.89843E-01  2.97967E-01  0.00000E+00
       828  2.07000E+01  1.59018E+00  1.69701E+00  1.60000E+00  4.46198E-01  2.04162E-01  0.00000E+00
       829  2.07250E+01  1.60096E+00  1.69925E+00  1.60000E+00  4.80350E-01  1.00192E-01  0.00000E+00
       830  2.07500E+01  1.61197E+00  1.69906E+00  1.60000E+00  4.90565E-01 -8.76918E-03  0.00000E+00
       831  2.07750E+01  1.62266E+00  1.69642E+00  1.60000E+00  4.76357E-01 -1.17279E-01  0.00000E+00
       832  2.08000E+01  1.63250E+00  1.69149E+00  1.60000E+00  4.38463E-01 -2.19930E-01  0.00000E+00
       833  2.08250E+01  1.64100E+00  1.68449E+00  1.60000E+00  3.78771E-01 -3.11629E-01  0.00000E+00
       834  2.08500E+01  1.64774E+00  1.67579E+00  1.60000E+00  3.00252E-01 -3.87822E-01  0.00000E+00
       835  2.08750E+01  1.65238E+00  1.66581E+00  1.60000E+00  2.06811E-01 -4.44720E-01  0.00000E+00
       836  2.09000E+01  1.65470E+00  1.65504E+00  1.60000E+00  1.03089E-01 -4.79496E-01  0.00000E+00
       837  2.09250E+01  1.65457E+00  1.64404E+00  1.60000E+00 -5.75659E-03 -4.90415E-01  0.00000E+00
       838  2.09500E+01  1.65200E+00  1.63333E+00  1.60000E+00 -1.14310E-01 -4.76927E-01  0.00000E+00
       839  2.09750E+01  1.64713E+00  1.62346E+00  1.60000E+00 -2.17172E-01 -4.39724E-01  0.00000E+00
       840  2.10000E+01  1.64019E+00  1.61492E+00  1.60000E+00 -3.09226E-01 -3.80653E-01  0.00000E+00
       841  2.10250E+01  1.63153E+00  1.60812E+00  1.60000E+00 -3.85904E-01 -3.02650E-01  0.00000E+00
       842  2.10500E+01  1.62157E+00  1.60342E+00  1.60000E+00 -4.43394E-01 -2.09595E-01  0.00000E+00
       843  2.10750E+01  1.61083E+00  1.60104E+00  1.60000E+00 -4.78833E-01 -1.06111E-01  0.00000E+00
       844  2.11000E+01  1.59982E+00  1.60110E+00  1.60000E+00 -4.90446E-01  2.66446E-03  0.00000E+00
       845  2.11250E+01  1.58910E+00  1.60360E+00  1.60000E+00 -4.77619E-01  1.11315E-01  0.00000E+00
       846  2.11500E+01  1.57920E+00  1.60841E+00  1.60000E+00 -4.41005E-01  2.14411E-01  0.00000E+00
       847  2.11750E+01  1.57061E+00  1.61530E+00  1.60000E+00 -3.82456E-01  3.06819E-01  0.00000E+00
       848  2.12000E+01  1.56377E+00  1.62391E+00  1.60000E+00 -3.04892E-01  3.83949E-01  0.00000E+00
       849  2.12250E+01  1.55901E+00  1.63384E+00  1.60000E+00 -2.12181E-01  4.41973E-01  0.00000E+00
       850  2.12500E+01  1.55656E+00  1.64457E+00  1.60000E+00 -1.08930E-01  4.78010E-01  0.00000E+00
       851  2.12750E+01  1.55655E+00  1.65557E+00  1.60000E+00 -2.63756E-04  4.90262E-01  0.00000E+00
       852  2.13000E+01  1.55899E+00  1.66630E+00  1.60000E+00  1.08413E-01  4.78113E-01  0.00000E+00
       853  2.13250E+01  1.56374E+00  1.67623E+00  1.60000E+00  2.11690E-01  4.42184E-01  0.00000E+00
       854  2.13500E+01  1.57057E+00  1.68486E+00  1.60000E+00  3.04440E-01  3.84263E-01  0.00000E+00
       855  2.13750E+01  1.57915E+00  1.69175E+00  1.60000E+00  3.82054E-01  3.07225E-01  0.00000E+00
       856  2.14000E+01  1.58904E+00  1.69658E+00  1.60000E+00  4.40662E-01  2.14901E-01  0.00000E+00
       857  2.14250E+01  1.59976E+00  1.69909E+00  1.60000E+00  4.77337E-01  1.11874E-01  0.00000E+00
       858  2.14500E+01  1.61076E+00  1.69916E+00  1.60000E+00  4.90221E-01  3.27255E-03  0.00000E+00
       859  2.14750E+01  1.62151E+00  1.69679E+00  1.60000E+00  4.78686E-01 -1.05478E-01  0.00000E+00
       860  2.15000E+01  1.63146E+00  1.69210E+00  1.60000E+00  4.43341E-01 -2.08957E-01  0.00000E+00
       861  2.15250E+01  1.64012E+00  1.68532E+00  1.60000E+00  3.85947E-01 -3.02023E-01  0.00000E+00
       862  2.15500E+01  1.64707E+00  1.67679E+00  1.60000E+00  3.09362E-01 -3.80056E-01  0.00000E+00
       863  2.15750E+01  1.65195E+00  1.66693E+00  1.60000E+00  2.17396E-01 -4.39175E-01  0.00000E+00
       864  2.16000E+01  1.65452E+00  1.65623E+00  1.60000E+00  1.14620E-01 -4.76438E-01  0.00000E+00
       865  2.16250E+01  1.65466E+00  1.64523E+00  1.60000E+00  6.14607E-03 -4.89989E-01  0.00000E+00
       866  2.16500E+01  1.65236E+00  1.63448E+00  1.60000E+00 -1.02629E-01 -4.79147E-01  0.00000E+00
       867  2.16750E+01  1.64772E+00  1.62450E+00  1.60000E+00 -2.06291E-01 -4.44468E-01  0.00000E+00
       868  2.17000E+01  1.64100E+00  1.61580E+00  1.60000E+00 -2.99683E-01 -3.87680E-01  0.00000E+00
       869  2.17250E+01  1.63251E+00  1.60880E+00  1.60000E+00 -3.78169E-01 -3.11602E-01  0.00000E+00
       870  2.17500E+01  1.62268E+00  1.60386E+00  1.60000E+00 -4.37843E-01 -2.20022E-01  0.00000E+00
       871  2.17750E+01  1.61200E+00  1.60122E+00  1.60000E+00 -4.75737E-01 -1.17493E-01  0.00000E+00
       872  2.18000E+01  1.60100E+00  1.60102E+00  1.60000E+00 -4.89953E-01 -9.10370E-03  0.00000E+00
       873  2.18250E+01  1.59023E+00  1.60326E+00  1.60000E+00 -4.79752E-01  9.97475E-02  0.00000E+00
       874  2.18500E+01  1.58022E+00  1.60783E+00  1.60000E+00 -4.45645E-01  2.03621E-01  0.00000E+00
       875  2.18750E+01  1.57148E+00  1.61451E+00  1.60000E+00 -3.89363E-01  2.97340E-01  0.00000E+00
       876  2.19000E+01  1.56444E+00  1.62295E+00  1.60000E+00 -3.13713E-01  3.76248E-01  0.00000E+00
       877  2.19250E+01  1.55944E+00  1.63275E+00  1.60000E+00 -2.22467E-01  4.36427E-01  0.00000E+00
       878  2.19500E+01  1.55675E+00  1.64341E+00  1.60000E+00 -1.20167E-01  4.74885E-01  0.00000E+00
       879  2.19750E+01  1.55648E+00  1.65441E+00  1.60000E+00 -1.18916E-02  4.89707E-01  0.00000E+00
       880  2.20000E+01  1.55866E+00  1.66519E+00  1.60000E+00  9.69711E-02  4.80145E-01  0.00000E+00
       881  2.20250E+01  1.56317E+00  1.67522E+00  1.60000E+00  2.01002E-01  4.46693E-01  0.00000E+00
       882  2.20500E+01  1.56979E+00  1.68399E+00  1.60000E+00  2.95032E-01  3.91017E-01  0.00000E+00
       883  2.20750E+01  1.57820E+00  1.69109E+00  1.60000E+00  3.74388E-01  3.15883E-01  0.00000E+00
       884  2.21000E+01  1.58797E+00  1.69614E+00  1.60000E+00  4.35116E-01  2.25027E-01  0.00000E+00
       885  2.21250E+01  1.59861E+00  1.69890E+00  1.60000E+00  4.74181E-01  1.22962E-01  0.00000E+00
       886  2.21500E+01  1.60961E+00  1.69923E+00  1.60000E+00  4.89610E-01  1.47675E-02  0.00000E+00
       887  2.21750E+01  1.62040E+00  1.69712E+00  1.60000E+00  4.80635E-01 -9.41525E-02  0.00000E+00
       888  2.22000E+01  1.63045E+00  1.69266E+00  1.60000E+00  4.47742E-01 -1.98362E-01  0.00000E+00
       889  2.22250E+01  1.63926E+00  1.68609E+00  1.60000E+00  3.92575E-01 -2.92681E-01  0.00000E+00
       890  2.22500E+01  1.64640E+00  1.67773E+00  1.60000E+00  3.17881E-01 -3.72428E-01  0.00000E+00
       891  2.22750E+01  1.65151E+00  1.66799E+00  1.60000E+00  2.27378E-01 -4.33633E-01  0.00000E+00
       892  2.23000E+01  1.65433E+00  1.65737E+00  1.60000E+00  1.25566E-01 -4.73252E-01  0.00000E+00
       893  2.23250E+01  1.65472E+00  1.64638E+00  1.60000E+00  1.75077E-02 -4.89311E-01  0.00000E+00
       894  2.23500E+01  1.65267E+00  1.63558E+00  1.60000E+00 -9.14178E-02 -4.81000E-01  0.00000E+00
       895  2.23750E+01  1.64827E+00  1.62550E+00  1.60000E+00 -1.95786E-01 -4.48752E-01  0.00000E+00
       896  2.24000E+01  1.64175E+00  1.61665E+00  1.60000E+00 -2.90404E-01 -3.94173E-01  0.00000E+00
       897  2.24250E+01  1.63343E+00  1.60947E+00  1.60000E+00 -3.70569E-01 -3.19976E-01  0.00000E+00
       898  2.24500E+01  1.62372E+00  1.60431E+00  1.60000E+00 -4.32298E-01 -2.29857E-01  0.00000E+00
       899  2.24750E+01  1.61311E+00  1.60143E+00  1.60000E+00 -4.72516E-01 -1.28295E-01  0.00000E+00
       900  2.25000E+01  1.60213E+00  1.60097E+00  1.60000E+00 -4.89209E-01 -2.03355E-02  0.00000E+00
       901  2.25250E+01  1.59132E+00  1.60296E+00  1.60000E+00 -4.81517E-01  8.86477E-02  0.00000E+00
       902  2.25500E+01  1.58122E+00  1.60730E+00  1.60000E+00 -4.49818E-01  1.93206E-01  0.00000E+00
       903  2.25750E+01  1.57233E+00  1.61377E+00  1.60000E+00 -3.95727E-01  2.88124E-01  0.00000E+00
       904  2.26000E+01  1.56510E+00  1.62205E+00  1.60000E+00 -3.21947E-01  3.68684E-01  0.00000E+00
       905  2.26250E+01  1.55989E+00  1.63172E+00  1.60000E+00 -2.32157E-01  4.30885E-01  0.00000E+00
       906  2.26500E+01  1.55695E+00  1.64231E+00  1.60000E+00 -1.30829E-01  4.71634E-01  0.00000E+00
       907  2.26750E+01  1.55644E+00  1.65329E+00  1.60000E+00 -2.29942E-02  4.88901E-01  0.00000E+00
       908  2.27000E+01  1.55837E+00  1.66411E+00  1.60000E+00  8.59810E-02  4.81817E-01  0.00000E+00
       909  2.27250E+01  1.56265E+00  1.67423E+00  1.60000E+00  1.90670E-01  4.50752E-01  0.00000E+00
       910  2.27500E+01  1.56907E+00  1.68315E+00  1.60000E+00  2.85869E-01  3.97255E-01  0.00000E+00
       911  2.27750E+01  1.57730E+00  1.69043E+00  1.60000E+00  3.66847E-01  3.23983E-01  0.00000E+00
       912  2.28000E+01  1.58695E+00  1.69570E+00  1.60000E+00  4.29566E-01  2.34581E-01  0.00000E+00
       913  2.28250E+01  1.59752E+00  1.69869E+00  1.60000E+00  4.70892E-01  1.33493E-01  0.00000E+00
       914  2.28500E+01  1.60850E+00  1.69927E+00  1.60000E+00  4.88741E-01  2.57483E-02  0.00000E+00
       915  2.28750E+01  1.61933E+00  1.69740E+00  1.60000E+00  4.82217E-01 -8.32704E-02  0.00000E+00
       916  2.29000E+01  1.62947E+00  1.69318E+00  1.60000E+00  4.51690E-01 -1.88118E-01  0.00000E+00
       917  2.29250E+01  1.63842E+00  1.68681E+00  1.60000E+00  3.98685E-01 -2.83583E-01  0.00000E+00
       918  2.29500E+01  1.64574E+00  1.67861E+00  1.60000E+00  3.25841E-01 -3.64921E-01  0.00000E+00
       919  2.29750E+01  1.65106E+00  1.66900E+00  1.60000E+00  2.36786E-01 -4.28087E-01  0.00000E+00
       920  2.30000E+01  1.65411E+00  1.65845E+00  1.60000E+00  1.35950E-01 -4.69935E-01  0.00000E+00
       921  2.30250E+01  1.65475E+00  1.64748E+00  1.60000E+00  2.83509E-02 -4.88380E-01  0.00000E+00
       922  2.30500E+01  1.65294E+00  1.63664E+00  1.60000E+00 -8.06543E-02 -4.82495E-01  0.00000E+00
       923  2.30750E+01  1.64877E+00  1.62648E+00  1.60000E+00 -1.85636E-01 -4.52588E-01  0.00000E+00
       924  2.31000E+01  1.64245E+00  1.61749E+00  1.60000E+00 -2.81368E-01 -4.00153E-01  0.00000E+00
       925  2.31250E+01  1.63429E+00  1.61013E+00  1.60000E+00 -3.63092E-01 -3.27798E-01  0.00000E+00
       926  2.31500E+01  1.62471E+00  1.60476E+00  1.60000E+00 -4.26745E-01 -2.39125E-01  0.00000E+00
       927  2.31750E+01  1.61418E+00  1.60165E+00  1.60000E+00 -4.69157E-01 -1.38547E-01  0.00000E+00
       928  2.32000E+01  1.60321E+00  1.60095E+00  1.60000E+00 -4.88208E-01 -3.10592E-02  0.00000E+00
